artist,song,lyrics,url
the boxer rebellion,flight,"You
Eh why you looking at me
You got something to hide
I got something to see
Stay
Right where you stand
And then when I say go
You gonna take what you can
Look at the things you've done
At the things you've done
At the things that you've done
We're on fire
Stand and fight
We could be in flight
You
You mean nothing to me
Can I feed you a lie
For a pledge to be free
Take
And then make what you can
Quit choosing a side
Stay right where you stand
Wait before you let it go on
Before you let it go on
Before you let it go on
We're on fire
Stand and fight
We could be in flight
We'll burn it down...
We're on fire
Stand and fight
We could be in flight
Lost and tired
Read our rights
We could be in flight",,
al kooper,one,"One is the loneliest number that you'll ever do
Two can be as bad as one, its the loneliest number since the number one
No is the saddest experience you'll ever know
Yes is the saddest experience you'll ever know
'Cause one is the loneliest number that you'll ever know
One is the loneliest number even worst then two
Yeah
Its just no good anymore since you went away
Now I spend my time just making up rhymes of yesterday
One is the loneliest number
One is the loneliest number
One is the loneliest number
Since you went away
Since you went away
(One is the loneliest number since you've gone away)
One is the loneliest number
One is the loneliest number
One is the loneliest number
Since you've gone away
It's just no good anymore since you went away
Now I spend my time just making up rhymes of yesterday
One is the loneliest number
One is the loneliest number
One is the loneliest number
Since you went away
Since you went away",,
armand van helden,nyc beat,"Uptown, downtown
Turn the beat around town
Hip hopping, diddy beat bopping
There's no stopping to the sound
Of the New York City beat
Uptown, downtown
Turn the beat around town
Hip hopping, diddy beat bopping
There's no stopping to the sound
Of the New York City beat
Hey!
Uptown, downtown
Turn the beat around town
Hip hopping, diddy beat bopping
There's no stopping to the sound
Of the New York City beat
Uptown, downtown
Turn the beat around town
Hip hopping, diddy beat bopping
There's no stopping to the sound
Of the New York City beat
Hey!
Uptown, downtown
Turn the beat around town
Hip hopping, diddy beat bopping
There's no stopping to the sound
Of the New York City beat
Hey!
Uptown, downtown
Turn the beat around town
Hip hopping, diddy beat bopping
There's no stopping to the sound
Of the New York City beat
Hey!
Uptown, downtown
Turn the beat around town
Hip hopping, diddy beat bopping
There's no stopping to the sound
Of the New York City beat
Uptown, downtown
Turn the beat around town
Hip hopping, diddy beat bopping
There's no stopping to the sound
Of the New York City beat
Hey!
Uptown, downtown
Turn the beat around town
Hip hopping, diddy beat bopping
There's no stopping to the sound
Of the New York City beat
Hey!
Uptown, downtown
Turn the beat around town
Hip hopping, diddy beat bopping
There's no stopping to the sound
Of the New York City beat
Hey!",,
freedy johnston,cold again,"When I woke up
I was already evicted
When you say lie
Do you think I believe any thing
Cold again, Cold again
Walking over Brooklyn bridge
Cold again, Cold again
Hey Miss Liberty where have you been
When you walked up
I was looking at the wrong map
And now I'm locked out
I will be back in familiar spots
Cold again, Cold again
Back alone before the end
Cold again, Cold again
Do you really think I'd turn you in",,
george shearing,lullaby of birdland,"Lullaby of Birdland, that's what I
Always hear when you sigh
Never in my wordland
Could there be ways to reveal
In a phrase how I feel
Have you ever heard two turtle doves
Bill and coo when they love?
That's the kind of magic
Music we make with our lips when we kiss
And there's a weepy old willow
He really knows how to cry
That's how I'd cry in my pillow
If you should tell me farewell and goodbye
Lullaby of Birdland whisper low
Kiss me sweet and we'll go
Flyin' high in Birdland
High in the sky up above
All because we're in love",,
blues traveler,dropping some nyc,"Come on everybody take a trip with us
Gonna raise some hell gonna raise a fuss
Cost you a dollar if you care to see
So just belly on up and tell me what'll it be
I've got a little something that I don't think you've tried
No need to run, no need to hide
Just take a little taste and tell me, what do you see
'Cause tonight we're gonna drop a little NYC
Having some fun, well, all of us are
Everyone around you's gonna be a star
'Cause it's the best and the worst, and it's life out loud
Don't mind if I preach; don't want to get too proud
It's hard to be humble when it's all at your feet
And someday soon, it's gonna leave the street
They say the truth shall set you free
Well you're on parole when you're on NYC",,
blues traveler,miss you,"Original performer: rolling stones
I've been hanging out too long
Waiting by the phone
Lord I miss you
I've been lying to myself
Sleeping all alone
Wanna kiss you
I've been haunted in my dreams
And then the phone rings
And it isn't you
It's just a friend of mine saying 'hey, what's the matter, man, I've got some puerto rican girls just dying to meet you'
Gonna bring a case of wine
Have a good old time
Just like we used to
Oh, everybody waits so long
Oh, you wanna wait so long
Come on
Come on",,
blues traveler,far away,"Music & lyrics: john popper
Sometimes when I'm far away I ask myself
Are you all right, are you okay
Sometimes I laugh out loud or to myself
Thinking about something funny you might say
When I'm far away
Do you call my name
This is something I need to know
When you call my name
Do you really think of me
Please won't you tell me yes or no
I'm thinking back on all the times I needed you
But knew somehow it was never meant to be
Then I have to ask myself just one more time
Was there ever once that you just needed me
When I'm far away
Do you call my name
This is something I need to know
When you call my name
Do you really think of me
Please won't you tell me yes or no
I guess all that's left to say is I'm proud of you
I hope that I'll see you again some day
And I know very well I'll be near you again
The time will come when I won't be too far away
When I'm far away
Do you call my name
This is something I need to know
When you call my name
Do you really think of me
Please won't you tell me yes or no",,
barbra streisand,frank mills,"I met a boy called frank mills
On september twelfth right here
In front of waverly
But unfortunately
I lost his address
He was last seen with his friend
A drummer
He resembles george harrison of the beatles
But he wears his hair
Tied in a small bow at the back
I love him
But it embarrasses me
To walk down the street with him
He lives in brooklyn somewhere
And wears this white crash helmet
He has gold chains on his leather jacket
And on the back are written the names
Mary and mom and 'hell's angels'
I would gratefully appreciate it
If you see him tell him
I'm in the park with my girlfriend
And please
Tell him angela and I don't want the two dollars back
Just him
Single only (1969)",,
barbra streisand,second hand rose,"Father has a business strictly second hand
Everything from toothpicks to a baby-grand
Stuff in our apartment came from father's store
Even clothes I'm wearing someone wore before
It's no wonder that I feel abused
I never get a thing that ain't been used
I'm wearing second hand hats
Second hand clothes
That's why they call me
Second hand Rose
Even our piano in the parlor
Daddy bought for ten cents on the dollar
Second hand pearls
I'm wearing second hand curls
I never get a single thing that's new
Even Jake, the plumber, he's the man I adore
He had the nerve to tell me he's been married before
Everyone knows that I'm just
Second hand Rose
From Second Avenue
From Second Avenue
No",,
barbra streisand,new york state of mind,"Well, some folks like to get away
Take a holiday from the neighborhood
Hop a flight to Miami beach or to Hollywood
But I'm takin' a greyhound
On the Hudson river line
I'm in a New York state of mind
I've seen all those movie stars
And their fancy cars and their limousines
I've been high in the rockies, under the evergreens oh oh
But I know what I'm needin'
And I don't want to waste more time
I'm in a new york state of mind oh oh
It was so easy livin' day by day
Out of touch with the rhythm and blues (oh with the rhythm and blues)
But now I need a little give and take (give and take)
New York times (and the daily news), the daily news oh oh
Comes down to reality
And it's fine with me 'cause I've let it slide
I don't care if it's Chinatown (or up on riverside) or up on riverside
I don't have any reasons
'Cause I left them all behind
We're in a New York state of mind
Get a New York state of mind
It was so easy livin' day by day
Out of touch with the rhythm and blues (with the rhythm and blues)
But now I need a little give and take
The New York times (the daily news) (helps you lose your blues)
Comes down to reality
And it's fine with me 'cause I've let it slide
I don't care if it's Chinatown or up on riverside (or up on riverside)
We don't have any reasons
We've left them all behind
I'm in a New York,
I'm in a New York state of
We're in a New York state of mind",,
